,column_id,display_name,description
1025,loop1,Loop diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking LOOP DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1026,hctz1,Thiazide diuretics without k-sparing agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THIAZIDE DIURETICS WITHOUT K-SPARING AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1027,hctzk1,Thiazide diuretics with k-sparing agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THIAZIDE DIURETICS WITH K-SPARING AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1028,ccbir1,Immediate-release CCBS = NFIR or DIHIR or VERIR or DLTIR (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking IMMEDIATE-RELEASE CCBS = NIFIR OR DIHIR OR VERIR OR DLTIR within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1029,ccbsr1,Slow-release CCBS = NIFSR or DIHSR or VERSR or DLTSR or AMLOD (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking SLOW-RELEASE CCBS = NIFSR OR DIHSR OR VERSR OR DLTSR OR AMLOD within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1030,alpha1,Alpha-Blockers Without Diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ALPHA-BLOCKERS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1031,alphad1,Alpha-Blockers With Diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ALPHA-BLOCKERS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1032,anar1b1,"Anti-Arrhythmics, Class 1B (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 1B within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1033,anar1c1,"Anti-Arrhythmics, Class 1C (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 1C within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1034,anar31,"Anti-Arrhythmics, Class 3 (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 3 within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1035,pvdl1,"Peripheral vasodilators, exclude dipyridamole (Sleep Heart Health Study Visit One (SHHS1))","Participant taking PERIPHERAL VASODILATORS, EXCLUDE DIPYRIDAMOLE within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1036,basq1,Bile-acid sequestrant (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BILE-ACID SEQUESTRANTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1037,niac1,Niacin and nicotinic acid (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking NIACIN AND NICOTINIC ACID within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1038,thry1,Thyroid agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THYROID AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1039,istrd1,Inhaled steroids for asthma (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking INHALED STEROIDS FOR ASTHMA within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1040,ostrd1,Oral steroids (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ORAL STEROIDS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1041,beta1,Beta-blockers without diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BETA-BLOCKERS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1042,betad1,Beta-blockers with diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BETA-BLOCKERS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1043,ccb1,Any calcium-channel blocker = CCIR or CCBSR or CCBT (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY CALCIUM-CHANNEL BLOCKER = CCIR OR CCBSR OR CCBT within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1044,ace1,angiotensin-converting-enzyme inhibitor (ACE) inhibitors without diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1045,aced1,angiotensin-converting-enzyme inhibitor (ACE) inhibitors with diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1046,vaso1,"Vasodilators, a mixed group (Sleep Heart Health Study Visit One (SHHS1))","Participant taking VASODILATORS, A MIXED GROUP within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1047,vasod1,"Vasodilators with diuretics, a mixed group (Sleep Heart Health Study Visit One (SHHS1))","Participant taking VASODILATORS WITH DIURETICS, A MIXED GROUP within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1048,diuret1,Any diuretic (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY DIURETIC within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1049,dig1,Digitalis preparations (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking DIGITALIS PREPARATIONS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1050,ntg1,Nitrates (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking NITRATES within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review."
1051,hwlghr10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): How long slept (hours),"How long did you sleep last night, Number of hours (number of hours, 0 to 24)"
1052,hwlgmn10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): How long slept (minutes),"How long did you sleep last night, Number of minutes. (number of minutes, 0 to 59)"
1053,ltdp10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep light/deep,Quality of sleep last night: light/deep (1=light  to  5=deep)
1054,shlg10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep: short/long,Quality of sleep: short/long (1=short to 5=long)
1055,rest10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep: restless/restful,Quality of sleep: restless/restful (1=restless to 5=restful)
1056,hwwell10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep compared to usual,"Compared to your usual night's sleep, how well did you sleep last night?"
1057,diffa10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): difficulty falling asleep,Did you have difficulty falling asleep last night?
1058,minfa10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): minutes to fall asleep,"How many minutes did it take for you to fall asleep at bedtime last night? (number of minutes, up to 3 digits)"
1059,meds10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): medications before bed,"Did you take any meds that you didn't tell us about yesterday? 0=No, 1=Yes, 2=Unsure (enter med names, digitized using meds software)"
1060,wine10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): glasses of wine before bed,"How many glasses of wine 4 hours before going to sleep last night? (number, up to 2 digits)"
1061,shots10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): mixed drinks before bed,"How many mixed drinks or shots of liquor 4 hours before going to sleep last night? (number, up to 2 digits)"
1062,beer10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): bottles or cans of beer before bed,"How many bottles or cans of beer 4 hours before going to sleep last night? (number, up to 2 digits)"
1063,coffee10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cups of coffee before bed,"How many cups of coffee (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)"
1064,tea10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cups of tea before bed,"How many cups of tea (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)"
1065,soda10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): glasses or cans of soda before bed,"How many glasses or cans of soda (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)"
1066,cgrtts10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cigarettes before bed,"How many cigarettes 4 hours before going to sleep last night? (number, up to 2 digits)"
1067,pipe10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): pipe bowls before bed,"How many pipe bowls 4 hours before going to sleep last night? (number, up to 2 digits)"
1068,cigars10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cigars before bed,"How many cigars 4 hours before going to sleep last night? (number, up to 2 digits)"
1069,wrhead10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): discomfort from wires on head,How much discomfort caused by these parts of the monitor: wires on your head?
1070,wrface10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): discomfort from wires on face,How much discomfort caused by these parts of the monitor: wires on face?
1071,plstc10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): discomfort from plastic piece over lip,How much discomfort caused by these parts of the monitor: plastic piece over lip?
1072,vest10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): discomfort from vest,How much discomfort caused by these parts of the monitor: vest?
1073,genhth25,"Medical Outcomes Study SF-36: In general, your health is","Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *In general, would you say your health is (excellent, very good, good, fair, poor)?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1074,cmp1yr25,"Medical Outcomes Study SF-36: Compared to one year ago, your health is","Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Compared to one year ago, how would you rate your health (much better now-much worse now)?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1075,vigact25,Medical Outcomes Study SF-36: Health limits vigorous activity,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Vigorous activities, such as running, lifting heavy objects, participating in strenuous sports*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1076,modact25,Medical Outcomes Study SF-36: Health limits moderate activity,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1077,lift25,Medical Outcomes Study SF-36: Health limits lifting or carrying groceries,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Lifting or carrying groceries*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1078,climbs25,Medical Outcomes Study SF-36: Health limits climbing several flights of stairs,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Climbing several flights of stairs*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1079,climb125,Medical Outcomes Study SF-36: Health limits climbing one flight of stairs,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Climbing one flight of stairs*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1080,bend25,"Medical Outcomes Study SF-36: Health limits bending, kneeling, or stooping","Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Bending, kneeling, or stooping*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1081,wk1ml25,Medical Outcomes Study SF-36: Health limits walking more than a mile,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Walking more than a mile*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1082,wksblk25,Medical Outcomes Study SF-36: Health limits walking several blocks,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Walking several blocks*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1083,wk1blk25,Medical Outcomes Study SF-36: Health limits walking one block,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Walking one block*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1084,bathe25,Medical Outcomes Study SF-36: Health limits bathing or dressing yourself,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Does your health now limit you in this activity, and if so, how much: Bathing and dressing yourself*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1085,phctdn25,Medical Outcomes Study SF-36: Physical health caused you to cut down on the amount of time you spent on work or other activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of physical health: Cut down on the amount of time you spend on work*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1086,phacls25,Medical Outcomes Study SF-36: Physical health caused you to accomplish less than you would like,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of physical health: Accomplished less than you would like*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1087,limit25,Medical Outcomes Study SF-36: Physical health caused you to be limited in the kind of work or other activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of physical health: Were limited in the kind of work or other activities you were able to do*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1088,exefrt25,Medical Outcomes Study SF-36: Physical health caused you to have difficulty performing work or other activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of physical health: Had difficulty performing the work or other activities. (For example, it took extra effort.)*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1089,emctdn25,Medical Outcomes Study SF-36: Emotional problems caused you to cut down the amount of time you spend on work or other activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of emotional problems: Cut down on the amount of time you spend on work*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1090,emacls25,Medical Outcomes Study SF-36: Emotional problems caused you to accomplish less than you would like,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of emotional problems: Accomplished less than you would like*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1091,carful25,Medical Outcomes Study SF-36: Emotional problems caused you to not do work or other activities as carefully as usual,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, have you had this problem with work or other regular daily activities because of emotional problems: Didn't do work or other activities as carefully as usual*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1092,probsa25,Medical Outcomes Study SF-36: Physical and emotional problems interefere with normal social activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1093,bdpain25,Medical Outcomes Study SF-36: Bodily pain,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *How much bodily pain have you had during the past 4 weeks?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1094,painin25,Medical Outcomes Study SF-36: Extent that bodily pain interefered with work,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 2 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1095,pep25,Medical Outcomes Study SF-36: Feel full of life,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Did you feel full of pep?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1096,nrvous25,Medical Outcomes Study SF-36: Been very nervous,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Have you been a very nervous person?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1097,down25,Medical Outcomes Study SF-36: Have felt so down in the dumps that nothing could cheer you up,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Have you felt so down in the dumps that nothing could cheer you up?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1098,calm25,Medical Outcomes Study SF-36: Felt calm and peaceful,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Have you felt calm and peaceful?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1099,energ25,Medical Outcomes Study SF-36: Have a lot of energy,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Did you have a lot of energy?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1100,blue25,Medical Outcomes Study SF-36: Felt downhearted and depressed,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Have you felt downhearted and blue?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1101,worn25,Medical Outcomes Study SF-36: Feel worn out,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Did you feel worn out?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1102,happy25,Medical Outcomes Study SF-36: Been happy,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Have you been a happy person?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1103,tired25,Medical Outcomes Study SF-36: Feel tired,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Did you feel tired?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1104,hlthlm25,Medical Outcomes Study SF-36: Frequency that physical health or emotional problems interefered with normal social activities,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *During the past 4 weeks, how much of the time: Has your health limited your social activities (like visiting with friends or close relatives)?*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1105,sickez25,Medical Outcomes Study SF-36: Get sick a little easier than other people,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Choose (definitely True-definitely False): I seem to get sick a little easier than other people.*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1106,hlthy25,Medical Outcomes Study SF-36: As healthy as anybody I know,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Choose (definitely True-definitely False): I am as healthy as anybody I know.*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1107,worse25,Medical Outcomes Study SF-36: Expect my health to get worse,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Choose (definitely True-definitely False): I expect my health to get worse.*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1108,exclnt25,Medical Outcomes Study SF-36: My health is excellent,"Item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>Original question: *Choose (definitely True-definitely False): My health is excellent.*<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1109,tfawdh02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday bedtime - hour,"At what time do you usually fall asleep on weekdays or workdays - hour? (hours component of time, 1 to 12)"
1110,tfawdm02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday bedtime - minute,"At what time do you usually fall asleep on weekdays or workdays - minute? (minutes component of time, 0 to 59)"
1111,tfawda02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday bedtime - AM or PM,At what time do you usually fall asleep on weekdays or workdays - AM or PM
1112,tfaweh02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend bedtime - hour,"At what time do you usually fall asleep on weekends or your non-work days - hour? (hours component of time, 1 to 12)"
